20/06/09 09:11:58,aa,44.051
20/06/09 10:25:35,null,19.059
20/06/09 10:40:38,a,19.946
20/06/09 10:43:52,null,23.055
20/06/09 14:20:29,,74.836
20/06/09 14:31:23,aaa,27.03
20/06/09 14:34:59,,4.677
20/06/09 16:58:12,kohei,32.744
20/06/09 17:02:54,,25.287
20/06/09 17:05:16,null,23.048
20/06/09 18:12:49,null,NaN
20/06/09 18:14:06,,24.234
20/06/09 18:58:35,null,28.026
20/06/09 19:10:43,,20.54
20/06/09 21:43:48,a,18.586
20/06/09 22:08:45,,27.202
